Date,AAPL,CVX,IBM,XOM,GS,BA,TEVA,CME
3/7/2016,95.998619,78.998627,120.124596,73.540749,147.467728,111.692924,53.747799,82.29113
3/8/2016,95.207031,77.317055,119.198914,71.947334,143.90802,111.193085,53.180145,82.565491
3/9/2016,95.291855,80.871872,120.347443,71.747086,142.303772,111.65657,54.779053,83.105377
3/10/2016,95.338943,81.847694,120.158897,71.555519,143.357437,111.729271,54.854733,82.95491
3/11/2016,96.366142,82.405312,122.018837,71.564232,146.129288,113.26516,55.772453,83.716042
3/14/2016,96.611145,82.126488,122.378807,71.755783,145.702118,114.819221,55.904903,85.309105
3/15/2016,98.552414,82.135223,122.533081,72.11277,144.316193,114.83741,54.050556,85.592331
3/16/2016,99.862305,83.119751,124.101624,72.156319,142.901749,115.937088,52.338116,85.300262
3/17/2016,99.70211,84.417976,126.030106,73.22728,145.151535,118.781654,50.616222,85.335663
3/18/2016,99.815178,85.114983,126.07299,73.314369,149.603592,121.74437,51.164959,84.919708
3/21/2016,99.805763,84.025894,127.392937,72.809349,148.360046,123.471107,51.297413,84.786957
3/22/2016,100.569061,83.206902,126.938667,73.244705,146.376053,122.798576,51.827225,84.592239
3/23/2016,100.013077,81.542725,124.624443,72.922546,146.262192,120.744652,51.13657,85.28257
3/24/2016,99.579605,82.640564,126.810089,73.12281,145.236984,120.072166,51.36364,84.22937
3/28/2016,99.127266,82.492439,127.195778,73.331779,146.034348,119.317833,50.956814,84.264771
3/29/2016,101.47374,83.050064,127.992912,73.601707,147.163986,118.945213,51.988064,84.078918
3/30/2016,103.245384,82.989059,127.204376,73.592987,148.559402,116.854958,51.467712,84.583412
3/31/2016,102.708244,83.119751,129.810013,72.783226,149.01503,115.364517,50.625675,85.008202
4/1/2016,103.650604,82.126488,130.727112,72.234688,151.710922,115.382706,51.287949,85.804726
4/4/2016,104.715477,81.403351,130.3414,72.408829,149.764969,114.819221,51.713696,85.618896
4/5/2016,103.480988,80.74118,128.567139,71.581635,147.467728,115.446304,51.609619,83.662941
4/6/2016,104.564682,82.631851,128.584305,72.539413,147.315872,116.264244,53.672108,83.530182
4/7/2016,102.284172,82.588287,127.067238,71.720963,142.778381,115.419052,53.45451,81.6185
4/8/2016,102.39727,83.930046,128.010086,72.452354,142.654968,116.218803,53.255836,78.848312
4/11/2016,102.736519,82.980354,127.924339,72.548141,144.47757,116.246071,52.905773,79.388191
4/12/2016,104.074684,84.95816,128.250031,73.444969,146.480515,117.663803,51.969139,79.697983
4/13/2016,105.582466,85.036568,129.621414,73.862923,151.739426,119.181519,52.640869,79.892662
4/14/2016,105.638985,85.367653,129.561432,74.385345,152.745621,118.917984,52.726013,80.512207
4/15/2016,103.518669,84.714203,130.041412,73.98481,150.476898,119.172432,52.205666,80.928177
4/18/2016,101.285271,85.994965,130.735672,74.690094,150.951523,119.935829,52.025909,80.963554
4/19/2016,100.748131,87.563263,123.424515,75.064499,154.397308,120.581085,53.605885,81.972519
4/20/2016,100.955452,88.600105,125.233002,75.578232,158.507629,118.663521,53.511276,82.397346
4/21/2016,99.862305,88.34742,127.967186,75.569534,156.93187,118.818008,54.164085,82.353088
4/22/2016,99.589027,88.878914,127.281487,76.213844,158.289322,119.099754,53.974861,83.370888
4/25/2016,99.023598,88.443253,127.547234,76.039696,156.713516,118.827087,52.763859,82.928345
4/26/2016,98.335678,89.122856,127.778641,76.300934,157.425476,121.090027,52.508411,83.300087
4/27/2016,92.182045,90.482048,128.970047,77.023621,158.450668,124.579872,53.199066,83.600998
4/28/2016,89.364365,89.218697,126.055862,76.649208,155.954102,122.507751,52.025909,81.715858
4/29/2016,88.337189,89.027016,125.087288,76.971375,155.783279,122.507751,51.515015,81.344124
5/2/2016,88.24295,90.011566,124.513031,77.60701,157.74823,121.78981,50.606758,82.857559
5/3/2016,89.694191,88.277718,123.535927,76.718887,154.862473,120.408432,51.278488,82.158371
5/4/2016,88.761253,87.641693,123.638779,76.570847,151.948273,118.954323,50.928432,81.707008
5/5/2016,88.400978,88.364845,125.541573,76.657921,151.435608,120.035805,50.966274,82.24688
5/6/2016,87.907959,88.74823,127.462692,77.067162,150.790131,121.1082,47.560322,82.202614
5/9/2016,87.974342,87.432579,128.729599,77.1194,149.518143,120.054001,49.963417,83.193886
5/10/2016,88.571632,88.234154,131.027374,78.35582,153.229736,122.435051,50.020176,83.848793
5/11/2016,87.70887,88.120888,130.136185,77.978271,151.331253,121.857834,48.175293,82.910652
5/12/2016,85.651482,88.974739,130.040115,78.733368,150.049728,123.15889,47.541405,84.167412
5/13/2016,85.822136,87.772377,129.061539,77.846558,147.458237,121.051582,47.588707,83.485931
5/16/2016,89.007759,89.122856,130.581802,78.645561,147.496216,122.902336,47.7117,84.114326
5/17/2016,88.637993,88.709015,129.306198,78.610451,146.803223,121.454704,48.629417,83.583298
5/18/2016,89.652466,88.101486,128.729599,78.452415,151.824844,120.016243,49.263298,85.663139
5/19/2016,89.311157,87.916595,126.623947,79.119705,146.850708,117.350021,48.487499,84.769234
5/20/2016,90.278229,87.863762,128.650925,78.794838,146.670364,116.717819,49.468491,85.362221
5/23/2016,91.425423,87.502754,128.231552,78.671913,147.562637,116.891922,48.782749,85.52153
5/24/2016,92.819138,88.21595,129.577057,78.733368,149.594086,116.818611,49.420868,86.689789
5/25/2016,94.44986,89.607124,132.530106,79.251411,153.068359,118.064682,49.030376,86.486221
5/26/2016,95.198868,89.369385,133.185425,78.847527,151.141373,118.476967,49.135139,86.264984
5/27/2016,95.141983,89.827248,133.534897,79.031906,152.056381,118.394524,49.201809,87.273911
5/31/2016,94.677414,88.929161,134.321198,78.162651,152.008774,115.581726,49.401821,86.636688
6/1/2016,93.350067,89.043602,133.246552,78.35582,152.475769,115.819923,50.392338,86.742889
6/2/2016,92.648468,88.515312,134.111496,77.732399,151.818115,116.223061,52.049534,86.32692
6/3/2016,92.838097,88.629784,133.578568,77.591927,148.377243,116.708656,51.230461,85.680824
6/6/2016,93.511246,89.078835,133.438751,78.443619,149.702118,120.850006,52.087631,85.654297
6/7/2016,93.890488,90.97187,133.962982,79.646538,147.90065,120.87748,51.487614,84.999359
6/8/2016,93.805161,90.769356,134.548325,79.716766,147.395477,121.857834,51.420944,84.954819
6/9/2016,94.478317,90.522835,134.041595,79.611404,145.994339,121.949486,50.773308,84.634201
6/10/2016,93.700874,89.79203,133.124207,79.005585,142.867981,120.153664,50.487576,84.812332
6/13/2016,92.288193,89.897682,132.17189,79.541168,141.667023,119.035889,50.68758,84.839043
6/14/2016,92.401955,89.17569,131.979675,79.400681,139.341324,119.567291,50.830444,84.447182
6/15/2016,92.098564,88.603378,131.647675,79.163612,139.312744,119.255768,49.897079,83.877197
6/16/2016,92.487305,88.990768,131.979675,80.094322,139.760742,118.531937,49.725643,84.749992
6/17/2016,90.382515,89.43103,132.792236,79.655304,138.817093,118.944267,49.535156,83.797043
6/20/2016,90.164444,90.346741,134.207611,80.006531,140.828278,121.628777,49.497063,83.743599
6/21/2016,90.932419,90.901436,134.592041,80.366516,141.400162,120.501823,48.554169,83.262688
6/22/2016,90.59108,90.064972,133.604767,80.050415,141.199982,120.730896,48.754177,83.761414
6/23/2016,91.112549,91.958023,135.727829,80.6036,145.508255,122.361794,48.925613,85.64061
6/24/2016,88.552689,89.721581,128.07431,78.487526,135.214188,115.920708,47.630325,86.317451
6/27/2016,87.26326,88.365639,125.374603,78.022156,132.974274,112.420738,46.220749,82.799553
6/28/2016,88.732811,89.483849,127.296722,79.822144,135.738449,113.511032,47.211266,83.912819
6/29/2016,89.500771,91.059929,129.708084,81.183075,138.68367,116.351341,47.868431,85.578247
6/30/2016,90.638489,92.301422,132.608734,82.306976,141.619354,118.990059,47.839855,86.744957
7/1/2016,90.913445,91.70269,133.10675,82.39476,141.30484,118.825134,47.668423,85.792
7/5/2016,90.06015,91.192009,132.521378,81.674782,137.682846,116.333031,47.592228,87.172432
7/6/2016,90.572136,92.081284,133.124207,82.614288,138.759918,116.323868,47.916054,87.386177
7/7/2016,90.960854,90.734154,133.325165,81.622116,140.113419,116.516251,48.116062,87.412895
7/8/2016,91.662445,92.248581,134.950226,82.131371,143.335068,119.191643,48.468452,88.080856
7/11/2016,91.946884,92.794479,135.710373,82.43869,145.060272,120.978271,48.50655,88.490532
7/12/2016,92.364044,94.018364,137.204376,83.369385,149.568634,119.851318,49.963745,88.846771
7/13/2016,91.842598,93.9039,138.060593,83.307938,150.52182,119.209961,51.868576,88.784439
7/14/2016,93.662941,93.947922,140.035141,83.369385,154.925369,120.529312,52.363831,90.209396
7/15/2016,93.65345,94.238472,139.598297,83.518684,154.067535,121.298943,51.630474,90.690323
7/18/2016,94.648964,93.410828,139.668167,83.255241,155.678375,122.251816,51.525711,90.396439
7/19/2016,94.68689,93.366798,139.423553,82.947937,153.848343,123.378792,51.0495,91.100014
7/20/2016,94.772224,92.970573,140.978729,82.473801,154.191452,123.433739,52.344784,90.378624
7/21/2016,94.269737,92.794479,140.183655,82.403549,152.552017,122.343452,52.030495,89.977844
7/22/2016,93.539688,93.032219,141.59903,82.544052,152.895203,122.288483,52.125732,90.654694
7/25/2016,92.288193,90.75177,142.105759,80.954803,152.990509,121.802879,51.744766,90.449844
7/26/2016,91.652954,90.408371,141.642685,80.366516,153.610046,123.552849,51.725716,90.396439
7/27/2016,97.607033,90.038567,141.389359,79.822144,153.447998,124.569878,52.535267,91.482964
7/28/2016,98.924889,89.624725,140.987442,79.198723,153.009552,121.867012,52.182873,90.788284
7/29/2016,98.801666,90.232262,140.332169,78.101196,151.370117,122.462563,50.954262,91.055466
8/1/2016,100.546158,87.265022,141.057358,75.388054,150.769638,122.050255,51.059025,91.812469
8/2/2016,99.057648,87.687653,140.297241,76.424156,148.748947,120.575157,50.439953,91.990601
8/3/2016,100.299644,88.585754,140.375839,76.81926,150.922134,120.822502,51.020931,91.972801
8/4/2016,100.919258,88.392052,141.144699,76.810478,150.645737,120.217819,52.81147,92.052956
8/5/2016,102.453957,88.497719,142.848419,76.880714,154.496475,120.694237,51.630474,93.11277
8/8/2016,103.302353,89.105247,142.795517,77.785095,155.201797,121.115707,50.716156,92.783241
8/9/2016,103.721771,89.210907,142.557602,77.881676,155.783218,121.509682,50.906639,92.418083
8/10/2016,102.949638,88.171936,142.830765,76.517967,154.591812,122.202538,50.106606,92.391365
8/11/2016,102.882927,89.281349,144.108566,76.792488,156.183548,122.867699,50.878067,92.017319
8/12/2016,103.121223,89.950516,142.716217,77.793129,155.602158,122.960068,51.297127,92.453712
8/15/2016,104.360435,90.487602,142.654541,77.757706,157.794388,124.40123,51.944775,93.433388
8/16/2016,104.265106,90.355537,141.614655,77.85511,157.889633,124.715317,51.230461,92.605141
8/17/2016,104.112602,90.951668,141.385559,78.023376,157.908737,124.456657,50.554249,94.234924
8/18/2016,103.979141,92.135063,142.19632,78.731781,158.280472,124.715317,50.851391,94.698051
8/19/2016,104.246056,91.040649,141.033051,77.748856,158.44252,124.197983,50.793884,94.315094
8/22/2016,103.435791,90.70256,140.997803,77.917091,158.471115,124.706093,51.263577,94.21711
8/23/2016,103.759895,90.471207,141.226944,77.678017,158.299561,123.920837,50.995182,94.43087
8/24/2016,102.978249,90.933876,140.160645,77.943672,157.556091,123.135582,49.49025,94.243851
8/25/2016,102.539757,90.658058,139.790512,77.447769,158.127975,122.849205,49.078064,94.06572
8/26/2016,101.939209,90.150879,139.517349,77.279526,158.194717,122.156357,49.413559,94.297279
8/29/2016,101.824829,90.800415,140.751038,77.784271,159.052521,122.775314,48.646717,95.606453
8/30/2016,101.043182,90.488998,140.469055,77.5009,162.066696,120.844536,48.464592,96.042862
8/31/2016,101.138496,89.492462,140.010818,77.164413,162.152817,119.588135,48.30164,96.497078
9/1/2016,101.739037,89.163246,140.592453,76.898735,161.243774,120.00386,48.790501,96.808769
9/2/2016,102.692284,89.803879,140.601273,77.412354,161.884903,121.16787,49.09724,96.639572
9/6/2016,102.663673,91.138527,141.306229,78.430687,162.028427,122.858459,49.202679,95.918175
9/7/2016,103.292809,91.538925,142.443054,78.138481,162.35379,122.535126,49.164341,95.658447
9/8/2016,100.585609,92.642235,140.116562,78.855759,164.25798,122.775314,48.924702,95.362915
9/9/2016,98.307373,90.106392,137.199677,76.898735,161.301224,118.738235,48.129097,94.977791
9/12/2016,100.509361,90.978371,139.490891,77.297234,163.683838,120.207115,49.423149,96.885414
9/13/2016,102.901985,88.469246,137.30542,75.45536,159.798889,118.950706,49.40398,96.527184
9/14/2016,106.543358,87.570572,135.75444,74.915184,158.995102,117.943741,49.796989,96.32119
9/15/2016,110.165649,88.531525,137.173248,75.340218,160.832321,118.036133,49.749062,97.870575
9/16/2016,109.546051,87.05452,135.569382,74.410431,158.842041,117.047646,49.595688,98.201942
9/19/2016,108.268715,87.23246,136.477081,74.23333,159.042969,117.768219,48.598793,98.300461
9/20/2016,108.259171,86.929924,136.106949,73.090996,159.291763,118.054611,48.272884,97.566055
9/21/2016,108.24012,88.647186,137.058716,73.763992,159.827576,120.613579,48.387905,97.539207
9/22/2016,109.260094,88.958603,137.569809,73.976524,160.774933,121.823761,49.106827,97.100357
9/23/2016,107.4394,88.282394,136.574005,73.896828,158.009506,121.740646,49.336876,95.371857
9/26/2016,107.601448,87.890892,135.692764,73.551468,154.516907,120.622826,48.186607,94.279236
9/27/2016,107.80162,88.06884,138.151428,73.710861,155.866135,121.315674,47.419765,94.673294
9/28/2016,108.621414,90.889412,139.490891,76.951874,156.401962,122.156357,46.662506,95.21962
9/29/2016,106.934189,90.106392,139.332306,76.562256,152.096024,121.04776,44.371555,93.786659
9/30/2016,107.763504,91.574524,139.984406,77.288376,154.315979,121.70369,44.103157,93.607529
10/3/2016,107.258286,91.156326,138.891678,77.084717,154.124619,122.29493,43.786839,93.204514
10/4/2016,107.715836,90.106392,137.878265,76.376289,155.272888,122.174828,43.384243,93.079147
10/5/2016,107.763504,90.960564,138.424606,77.040428,159.224747,124.40123,43.317146,93.195572
10/6/2016,108.564217,90.916092,138.248367,77.075859,159.942413,124.17952,43.518444,93.311996
10/7/2016,108.726265,90.99617,137.182053,76.810204,162.506851,123.652939,43.192535,92.980637
10/10/2016,110.623215,92.517662,138.371719,78.315582,163.664688,125.491318,43.173363,93.240349
10/11/2016,110.861519,91.68129,136.40657,77.695717,161.750916,123.551315,42.713257,93.079147
10/12/2016,111.852898,90.889412,135.965942,77.15554,161.99971,123.01548,42.291492,93.383644
10/13/2016,111.50972,89.679321,135.463638,76.650803,160.200821,123.218758,42.444855,93.070175
10/14/2016,112.129311,89.937332,136.106949,76.633087,163.167099,123.32962,41.179565,94.431473
10/17/2016,112.053062,90.186478,136.388962,76.633087,161.712646,123.791519,40.058056,92.900017
10/18/2016,111.976814,90.569084,132.819931,76.836769,165.186142,124.807716,41.467133,93.22242
10/19/2016,111.643173,90.99617,133.295822,77.190971,166.985046,125.805412,41.543816,93.079147
10/20/2016,111.585983,90.640266,133.524933,77.226395,166.985046,125.491318,42.377762,92.828384
10/21/2016,111.147491,90.133102,131.859375,76.703934,167.138168,125.297318,42.176464,93.22242
10/24/2016,112.148384,89.563644,132.687775,76.960739,167.568771,126.978683,41.697186,92.729866
10/25/2016,112.720345,89.661522,132.960938,76.792488,167.98024,128.429062,42.032681,92.541779
10/26/2016,110.184723,90.035225,133.780487,77.120125,169.434692,134.452347,41.562988,92.102928
10/27/2016,109.126633,88.905228,135.137604,76.969589,170.085358,132.392242,41.361691,89.666931
10/28/2016,108.402168,92.37529,134.485489,75.074577,169.501633,132.115112,40.566093,89.478851
10/31/2016,108.230583,93.202789,135.43721,73.781708,170.554245,131.579285,40.968685,89.649002
11/1/2016,106.276443,94.742065,134.644089,74.073936,170.381973,131.560837,41.332932,89.23703
11/2/2016,106.371758,93.77224,133.90387,73.896828,168.965805,130.027283,41.534229,90.625198
11/3/2016,105.231598,93.77224,134.273972,74.082794,168.611755,129.35289,37.575397,92.255203
11/4/2016,104.283051,93.229477,134.326843,74.003098,168.334259,128.909439,38.572292,92.111893
11/7/2016,105.787323,95.071281,137.226151,75.667862,173.654526,132.133575,39.089912,93.858307
11/8/2016,106.410103,95.462784,137.981979,76.212814,174.0755,132.375595,37.163216,94.601646
11/9/2016,106.237648,95.774208,137.661835,77.052597,184.32373,136.109253,38.31348,100.306595
11/10/2016,103.277008,95.907661,142.47258,77.767288,192.208405,138.548309,38.399754,104.82933
11/11/2016,103.890221,94.88443,143.406296,76.534439,195.146027,139.32695,38.965298,102.438103
11/14/2016,101.284096,94.839943,140.685226,76.186028,200.160065,140.705963,39.329552,103.727745
11/15/2016,102.625488,96.948677,141.094269,77.561806,202.083405,138.942337,36.041706,103.95166
11/16/2016,105.384895,97.371048,141.645569,76.605911,197.365982,137.375687,36.492229,103.073967
11/17/2016,105.346558,97.16436,142.099106,76.141357,200.590652,136.334427,37.278244,103.441177
11/18/2016,105.451973,98.134926,142.623779,76.186028,201.279648,137.291275,36.961929,102.035088
11/21/2016,107.052055,99.01564,144.740112,77.266983,201.978149,137.919785,37.191971,102.303772
11/22/2016,107.119118,99.411041,144.651199,77.436745,202.006866,140.265045,36.262177,100.566315
11/23/2016,106.572975,99.752541,144.037628,77.651138,203.155106,140.471466,36.530571,100.834991
11/25/2016,107.109535,99.752541,145.069153,77.829803,202.265244,140.752838,36.626427,101.058884
11/28/2016,106.89875,99.3032,146.296265,77.24913,201.279648,140.499573,36.568909,100.199097
11/29/2016,106.793365,98.260735,145.415939,76.739906,203.247284,142.253815,36.290932,100.906631
11/30/2016,105.8927,100.255798,144.251053,77.990616,210.484558,141.240677,36.137558,101.121582
12/1/2016,104.90583,101.810509,142.116882,77.937012,217.529831,142.957397,35.373405,102.921715
12/2/2016,105.298676,101.549881,142.294739,77.758347,214.391113,142.82605,35.334717,103.566544
12/5/2016,104.541748,101.774536,142.134689,78.151428,219.372757,142.741638,35.828033,105.599564
12/6/2016,105.346558,101.334213,142.588181,78.222885,222.089096,142.816696,33.883801,106.665298
12/7/2016,106.381355,102.843987,146.536362,78.678497,226.101227,144.599091,34.115948,108.780617
12/8/2016,107.42572,103.5,147.043213,78.901848,231.75473,145.771729,34.735004,110.076805
12/9/2016,109.179115,104.075157,148.074738,79.509338,232.138672,146.803604,35.11224,110.48185
12/12/2016,108.556305,105.279366,147.167709,81.278198,227.646576,147.432175,36.031158,110.346825
12/13/2016,110.367195,105.522011,149.648666,82.707581,228.971191,146.963104,36.427742,111.102943
12/14/2016,110.367195,104.209969,149.844299,80.920853,230.295746,144.908676,35.789341,109.464714
12/15/2016,110.97081,105.189514,149.408585,81.1978,233.242462,144.251999,35.528175,110.112793
12/16/2016,111.114532,106.115143,148.261475,81.456871,229.307114,144.936798,35.315372,110.409843
12/19/2016,111.75647,105.728706,148.216995,80.777916,229.470306,146.512817,35.373405,110.184814
12/20/2016,112.05349,105.998306,149.035126,80.78685,233.328873,146.709808,35.063881,110.19381
12/21/2016,112.15889,105.962364,148.795013,80.65284,231.745148,147.732346,35.179955,109.08667
12/22/2016,111.421135,106.735214,148.554901,81.179932,230.478119,147.713593,35.702286,108.636581
12/23/2016,111.641487,106.420692,148.243713,81.036987,231.294006,148.041931,35.615231,108.155556
12/27/2016,112.350517,106.240944,148.626038,81.072716,231.860291,147.732346,35.150936,107.94281
12/28/2016,111.871452,105.962364,147.781281,80.6707,230.986847,146.437759,34.754349,107.26754
12/29/2016,111.842705,105.881477,148.145859,80.71537,228.616043,146.053146,34.899441,106.925278
12/30/2016,110.97081,105.773643,147.603439,80.634972,229.835037,146.043732,35.063881,106.703239
1/3/2017,111.286987,105.90844,148.670532,81.1978,231.869919,147.253906,36.253628,105.824478
1/4/2017,111.162437,105.881477,150.51123,80.304428,233.367279,148.801788,36.505127,106.860519
1/5/2017,111.727715,105.423157,150.01326,79.10733,231.629929,148.88623,36.717926,107.230515
1/6/2017,112.973305,105.000786,150.751312,79.062653,235.066177,149.252075,33.951504,108.405334
1/9/2017,114.00808,104.102119,149.079559,77.758347,233.136887,148.520355,33.912819,107.609795
1/10/2017,114.123047,103.311272,147.185501,76.766708,232.829758,149.223938,34.048233,107.582054
1/11/2017,114.736275,104.182983,149.168472,77.552879,235.891663,149.533508,33.15834,107.212029
1/12/2017,114.257195,104.389694,149.346359,77.132996,234.048752,148.492203,32.82946,107.702309
1/13/2017,114.055984,104.587395,148.803894,77.14193,234.490295,148.998764,32.858482,108.109329
1/17/2017,114.975792,104.49752,149.292984,78.044228,226.274017,147.910599,32.645683,107.017776
1/18/2017,114.966225,104.191994,148.323715,77.079376,224.882202,148.520355,32.984226,108.460831
1/19/2017,114.765007,103.868454,148.332611,75.694695,222.117874,149.158264,32.374847,107.63755
1/20/2017,114.975792,103.886436,151.658325,76.730972,222.876144,149.655457,32.142693,107.915054
1/23/2017,115.052444,103.697708,152.085159,75.909081,223.327316,148.070038,31.639708,107.526535
1/24/2017,114.94706,104.578423,156.415726,76.016281,224.296722,150.612366,31.533306,108.636589
1/25/2017,116.777084,105.360252,158.540985,76.239632,227.723343,157.000793,32.577976,111.143456
1/26/2017,116.834564,104.740181,158.869995,76.471893,229.959839,158.651871,32.819794,111.689224
1/27/2017,116.844154,102.259834,157.660629,76.391495,227.435425,157.319748,33.458199,111.291428
1/30/2017,116.53756,100.489449,156.326813,75.810806,224.507889,155.321609,33.390484,111.411705
1/31/2017,116.269257,100.067085,155.188583,74.944252,220.111816,153.304703,32.336151,112.003731
2/1/2017,123.359444,99.752541,154.984055,74.095558,221.407608,153.820618,33.554924,111.837227
2/2/2017,123.148666,100.839928,155.241959,74.551163,221.158051,152.216461,33.071281,112.17025
2/3/2017,123.675636,102.062134,156.344604,74.631569,231.274796,152.347824,33.313103,110.958435
2/6/2017,124.834976,101.531929,156.380112,74.426094,230.343765,153.830017,33.226048,110.828918
2/7/2017,126.023041,100.103027,158.692169,73.94368,229.998215,156.194046,31.136723,109.829895
2/8/2017,126.511688,100.273773,157.894485,73.456863,228.184082,154.992371,31.320511,107.83181
2/9/2017,127.425858,100.884872,158.826614,73.781403,231.850723,155.437103,31.194759,109.691132
2/10/2017,127.137177,101.594818,160.144089,74.394447,232.973724,157.28212,31.136723,110.06115
2/13/2017,128.263062,102.367683,160.75354,74.827187,236.38118,158.985229,32.887501,112.281235
2/14/2017,129.927811,102.086426,161.443665,74.664909,239.443069,159.429932,33.758053,111.93898
2/15/2017,130.399323,102.131775,162.832886,74.971428,240.479721,160.186874,35.566868,112.956512
2/16/2017,130.245407,100.417038,162.608795,74.196121,239.423889,161.615585,34.638275,112.69751
2/17/2017,130.601425,100.099495,161.927658,73.709282,240.326172,163.413315,34.048233,113.428291
2/21/2017,131.544464,101.360611,161.560211,73.826485,241.650726,166.109894,35.450794,111.975983
2/22/2017,131.938995,100.144859,162.357849,72.961006,241.621964,165.92067,34.793045,113.326546
2/23/2017,131.380859,100.72551,162.806,73.727325,241.103622,167.33992,34.647949,113.335777
2/24/2017,131.505997,99.908966,162.537109,73.096237,237.417831,167.888718,34.222347,113.428291
2/27/2017,131.765778,101.387825,160.789383,73.510948,239.318314,169.771576,34.580242,113.622559
2/28/2017,131.823517,102.068275,161.165863,73.31263,238.721634,170.528534,34.199383,112.355247
3/1/2017,134.517914,103.320313,163.074905,74.845207,243.196609,174.010437,34.18961,117.479965
3/2/2017,133.719223,102.848541,161.80217,75.097641,241.608704,173.139984,33.984531,114.926857
3/3/2017,134.508286,103.02092,161.371994,74.340355,243.369812,172.373581,33.886883,114.751099
3/6/2017,134.084869,102.676147,161.748428,74.673927,242.522934,171.190826,32.607574,114.751099
3/7/2017,134.258087,101.442268,161.667725,74.394447,241.454742,172.222183,32.402496,114.297836
3/8/2017,133.757706,99.446259,160.834213,73.051163,240.819565,171.95726,32.060699,114.576836
3/9/2017,133.449783,99.83638,158.799698,73.628151,240.761841,170.85022,32.187653,115.144127
3/10/2017,133.892441,100.353531,159.382278,73.574059,239.029602,169.080887,32.607574,115.069733
3/13/2017,133.950165,99.210373,158.154388,73.402763,238.817886,169.412048,32.519688,116.092743
3/14/2017,133.748077,97.404892,157.49115,73.015099,238.394455,169.109283,32.861485,115.739342
3/15/2017,135.162674,98.783951,157.571823,73.925659,237.489838,169.090363,33.535313,116.009041
3/16/2017,135.383972,97.858528,158.853455,73.98877,238.875626,168.598343,33.134922,116.009041
3/17/2017,134.710419,97.695213,157.428421,73.925659,234.756744,170.405533,32.851719,115.869522
3/20/2017,136.124954,97.677071,157.473236,73.925659,233.024506,169.733765,32.802887,115.255737
3/21/2017,134.56601,98.021835,155.842072,73.772392,224.228592,166.488388,31.767727,111.861214
3/22/2017,136.086441,98.339378,156.648682,73.709282,222.371262,167.453476,31.845856,110.977715
3/23/2017,135.605301,97.867599,156.684555,73.799438,223.169998,167.718414,31.963041,110.847504
3/24/2017,135.335861,97.976471,155.797226,73.231483,219.811386,166.355942,31.992338,111.489197
3/27/2017,135.566818,96.425049,155.743454,73.249504,216.991699,166.620865,32.256012,109.963989
3/28/2017,138.376663,97.232506,156.406677,73.781403,220.696747,167.813034,32.187653,110.503387
3/29/2017,138.684631,98.049042,155.895844,73.943672,219.849884,168.068481,32.275539,110.205795
3/30/2017,138.50177,97.785942,155.824127,75.458267,222.51561,168.399643,31.943506,110.531303
3/31/2017,138.241959,97.413971,156.075058,73.934669,221.072083,167.33992,31.338037,110.484802
4/3/2017,138.280457,97.8041,156.397736,73.98877,220.340683,167.141251,31.435694,109.275795
4/4/2017,139.310104,98.584351,156.415649,74.259216,220.629364,169.080887,31.250149,109.061874
4/5/2017,138.588394,98.566208,154.945786,74.403465,219.08963,167.54808,31.181787,109.322289
4/6/2017,138.241959,99.15593,154.560364,74.836197,220.03273,167.822479,31.591946,109.564087
4/7/2017,137.934021,98.765816,154.282547,74.61084,219.301331,169.222839,31.552887,109.731483
4/10/2017,137.770447,99.282944,153.440048,74.944382,220.2733,168.002243,31.748196,108.894485
4/11/2017,136.288544,98.865616,152.884399,74.68293,219.166626,168.957901,31.386868,108.875893
4/12/2017,136.452087,98.865616,152.956055,74.80014,217.251511,166.573517,31.367334,108.457397
4/13/2017,135.730423,96.261726,151.943298,73.646179,214.91301,166.166687,31.308743,107.759888
4/17/2017,136.480972,96.325233,153.350433,73.547012,217.742325,169.383667,31.396635,109.219994
4/18/2017,135.874741,95.880669,152.409363,73.069191,207.473984,168.276657,30.263813,108.903778
4/19/2017,135.374344,94.565132,144.916611,72.564346,206.030457,168.797043,29.980612,108.968895
4/20/2017,137.067993,95.154846,145.463333,73.033142,209.851028,169.648605,30.039206,110.773102
4/21/2017,136.904373,95.163933,143.742508,72.744644,208.696198,170.670441,30.400534,110.456894
4/24/2017,138.222687,96.107491,144.074127,73.123291,214.816772,172.26004,30.859522,111.377609
4/25/2017,139.079147,96.833298,143.751495,73.682236,218.098389,173.631958,30.039206,111.545006
4/26/2017,138.261185,96.243584,143.455688,73.384735,217.684586,171.928894,30.54702,111.638023
4/27/2017,138.367081,95.690155,143.688721,73.258522,217.30925,173.35759,30.986473,107.06237
4/28/2017,138.23233,96.806084,143.661835,73.610123,215.374939,174.880936,30.839989,108.057495
5/1/2017,141.051834,96.098419,142.362259,73.979736,216.385422,172.572281,30.830225,108.47599
5/2/2017,141.946762,95.59034,142.595306,73.970734,216.645218,173.56575,31.357571,109.052589
5/3/2017,141.513748,96.824234,142.174042,74.556725,217.790436,173.518417,30.000141,109.768684
5/4/2017,141.003723,95.091339,142.550491,73.601112,218.059906,173.215652,30.146627,110.335999
5/5/2017,143.342072,95.980469,138.965439,73.943672,218.329346,175.051239,30.410299,110.447601
5/8/2017,147.239334,96.787956,138.494812,74.728004,216.55864,176.006897,30.068501,108.903778
5/9/2017,148.182373,95.336319,137.662186,74.205124,215.336426,176.848969,30.420065,109.405991
